"PLANT_ID","LIB","ALIAS","VCF_NAME","ACC","NAT_PAPER_LIB","PLANTED_2018","COVERAGE_CATEGORY","COLLECTION_TYPE","COLLECTION_METHOD","TAXON","SOURCE_ID_1","SOURCE_ID_2","LIB_NOTES","COLL_DATE","LATITUDE","LONGITUDE","ELEVATION","NOTE_LATLONG","COUNTRY","STATE","COUNTY","LOCALITY","APPROX_COVERAGE","APPROX_BP_MAPPED","GOOD_PAIRED_READS","MINOR_LIB","MINOR_LIB_COV","MINOR_LIB_VCF_NAME","OLD_META_PLOIDY","PLD_SNP","NQUIRE_CDS_20","NQUIRE_FULL_20","NQUIRE_NSNPS_20","NQUIRE_PLOIDY","NQUIRE_CONFIDENCE","MINOR_LIB_NQUIRE_CDS_20","MNP_CDS_PLOIDY","MNP_GENIC_PLOIDY","OLD_TOT_PLOIDY","OLD_TOT_PLOIDY_CONFIDENCE","UNI_ACC","PPG_FILT_NOTE","PPG_NATIVE","PPG_CONTAMINANT"
"J198.A","JBED","J198_A","J198_A","J198",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667586","SE2012-018","NA","10/30/12",33.31141667,-83.46036667,158,NA,"USA","Georgia","Putnam","Putnam County. Vicinity of 1104 Monticello Road (Highway 16) Right of Way, Eatonton, GA",31.54,35637717300,237584782,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"PI_667586",NA,NA,NA
"J200.A","JBEE","J200_A","J200_A","J200",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","PI667588","SE2012-020","NA","11/29/12",32.02821667,-83.66005,127,NA,"USA","Georgia","Dooly","Dooly County. Vicinity of 1164 County Line Road Right of Way, Cordele, GA",34.32,38777959800,258519732,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"PI_667588",NA,NA,NA
"J213.A","JBEF","J213_A","J213_A","J213",NA,"Y","new_164g","Natural Collection","Plant Obtained From USDA Collaborators","Panicum virgatum","ENC","9089241","NA",NA,26.94,-97.9872,18,NA,"USA","Texas","Brooks","East of Encino,TX",22.31,25204096800,168027312,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"ENC","Looks native; notable because seems 8X, but clusters withing Gulf 4X; shows ~5% MW ancestry","T","F"
"J214.A","JBEG","J214_A","J214_A","J214",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","NAS","NAS","NA",NA,33.14,-96.11,168,NA,"USA","Texas","Hunt","Native America Upland: TNC Clymer Meadow",23.43,26470361700,176469078,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"NAS",NA,NA,NA
"J221.A","JBEH","J221_A","J221_A","J221",NA,"Y","new_164g","Natural Collection","Plant Obtained From USDA Collaborators","Panicum virgatum","FLW","9086192","NA",NA,27.12,-97.9575,20,NA,"USA","Texas","Kenedy","Southeast of Flowella, TX ",37.41,42264705300,281764702,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"FLW",NA,NA,NA
"J265.A","JBEI","J265_A","J265_A","J265",NA,"Y","new_164g","Natural Collection","Supplied by Mike Casler","Panicum virgatum","St. Croix Savan","St. Croix Savanna","NA",NA,44.9971,-92.7807,255,NA,"USA","Minnesota","Washington",NA,32.39,36594848700,243965658,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"ST_CROIX",NA,NA,NA
"J282.A","JBEJ","J282_A","J282_A","J282",NA,"Y","new_164g","Natural Collection","Field Seed Collection From Single Plant","Panicum virgatum",NA,NA,"NA","9/19/14",37.467389,-88.91667,130,NA,"USA","Kentucky","Crittenden","near cornstalk creek, Old Dam 50 Loop, by docs at """"""""""""""""Riverfront Park""""""""""""""""",37.08,41891177700,279274518,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"RIVERFRONT_PARK","Unusual geographic clustering - others are PA, NY, MA, though one OH; however GPS puts it next to Shawnee, so may be similar to Shawnee/Cave_in_Rock, which clustered with East before, I think this is ok","T","F"
"J285.A","JBEK","J285_A","J285_A","J285",NA,"Y","new_164g","Cultivar","Supplied by Laura Bartley","Panicum virgatum","Hammonasset",NA,"NA",NA,NA,NA,NA,"Hybrid","USA",NA,NA,"Unknown",35.31,39898677900,265991186,NA,NA,NA,"8X",NA,"4X","4X",NA,"4X",1,NA,NA,NA,NA,NA,"HAMMONASSET",NA,NA,NA
"J287.A","JBEL","J287_A","J287_A","J287",NA,"Y","new_164g","Cultivar","Supplied by Laura Bartley","Panicum virgatum","AP13",NA,"NA",NA,28.3325,-98.117505,48,NA,"USA","Texas","Live Oak","George West, TX",29.26,33060946800,220406312,NA,NA,NA,"8X",NA,"4X","4X",NA,"4X",1,NA,NA,NA,NA,NA,"ALAMO",NA,NA,NA
"J289.A","JBEM","J289_A","J289_A","J289",NA,"Y","new_164g","Cultivar","Supplied by Laura Bartley","Panicum virgatum","Blackwell","Blackwell","NA","11/30/77",36.823448,-97.179026,0,"GPS estimated using passport data","USA","Oklahoma","Kay","Blackwell",25.31,28601883900,190679226,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"BLACKWELL","Doesn't seem like real Blackwell; in cluster that is mainly 8X-East","F","T"
"J290.A","JBEN","J290_A","J290_A","J290",NA,"Y","new_164g","Cultivar","Supplied by Laura Bartley","Panicum virgatum","A4",NA,"NA",NA,28.3325,-98.117505,48,"Derived From Alamo","USA","Texas","Live Oak","George West, TX",39.17,44261316300,295075442,NA,NA,NA,"8X",NA,"4X","4X",NA,"4X",1,NA,NA,NA,NA,NA,"ALAMO",NA,NA,NA
"J304.A","JBEP","J304_A","J304_A","J304",NA,"Y","new_164g","Natural Collection","Supplied by John Reilley","Panicum virgatum","9086194",NA,"NA","1/1/01",26.869715,-97.698227,5,"Approx @ County Center","USA","Texas","Kenedy",NA,34.43,38905763400,259371756,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"FLO",NA,NA,NA
"J309.A","JBEQ","J309_A","J309_A","J309",NA,"Y","new_164g","Natural Collection","Supplied by John Reilley","Panicum virgatum","9090297",NA,"NA","1/1/02",27.954462,-97.771942,13,"Approx @ County Center","USA","Texas","San Patricio",NA,42.01,47463868800,316425792,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SAN_PATRICIO",NA,NA,NA
"J328.A","JBER","J328_A","J328_A","J328",NA,"Y","new_164g","Natural Collection","Supplied by John Reilley","Panicum virgatum","9109758",NA,"NA","1/1/12",28.654051,-96.681313,9,"Approx @ County Center","USA","Texas","Calhoun",NA,31.1,35134304700,234228698,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"CALHOUN_TX_2",NA,NA,NA
"J342.C","JBES","J342_C","J342_C","J342",NA,"Y","new_164g","Natural Collection","Unknown","Panicum virgatum","42493",NA,"NA","10/10/15",35.452622,-86.023636,332,NA,"USA","Tennessee","Coffee","May Prairie Natural Area",23.29,26309805900,175398706,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"MAY_PRAIRIE",NA,NA,NA
"J363.C","JBET","J363_C","J363_C","J363",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","ILP3",NA,"NA","7/16/15",40.43558333,-96.42694444,408,NA,"USA","Nebraska","Johnson","Site Ivan & Ivan Lamb Prairie. 3.2 miles southwest of Sterling",28.43,32119680900,214131206,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"ILP",NA,NA,NA
"J369.A","JBEU","J369_A","J369_A","J369",NA,"Y","new_164g","Natural Collection","Supplied by David Lowry","Panicum virgatum",NA,"RL","NA","1/1/08",42.8164417,-84.3400083,259,NA,"USA","Michigan","Shiawassee",NA,30.34,34283085600,228553904,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SHIAWASSEE","Odd geographic clustering; is with Sunburst and other western samples, and then some suspisious eastern samples. There are some samples from MN, but this sample is pretty far east...","T","M"
"J383.A","JBEW","J383_A","J383_A","J383",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","PEL1",NA,"NA","7/31/15",39.79319444,-94.40130556,314,NA,"USA","Missouri","DeKalb","Site Pony Express Lake. 4.1 miles northwest of Osbourn",25.74,29086612500,193910750,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"PEL","Closest cluster is Blackwell, WI, and VA samples; cloest 10 from 0.0353 to 0.366","F","M"
"J389.C","JBEX","J389_C","J389_C","J389",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","BHC3",NA,"NA","8/16/15",39.57766111,-93.59318333,292,NA,"USA","Missouri","Carroll","Site Bunch Hollow CA. 13.4 miles south of Chillicothe",27.14,30667744500,204451630,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"BHC","Clusters closest with NY and Argentina; closest to J620_B from VA which also clusters with Blackwell and close to with several others in Blackwell cluster; closest 10 from 0.0354 to 0.0367","F","M"
"J397.A","JBEY","J397_A","J397_A","J397",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","806A","SW50","NA",NA,46.2,-94.42,400,NA,"USA","Minnesota","Morrison","Morrison",38.64,43657820700,291052138,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW50","Clusters withing Sunburst and Boe samples that might be Sunburst; but there are a bunch of MN samples in the larger cluster, so can't really eliminate it","T","F"
"J402.B","JBEZ","J402_B","J402_B","J402",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","1310B","SW65","NA",NA,40.55,-80.67,320,NA,"USA","Ohio","Jefferson","Jefferson",24.69,27897339300,185982262,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW65","Unusual geographic clustering - others are PA, NY, MA, however, GPS puts it on WV border; is close to J450_A, which is a likely contaminant","T","F"
"J410.A","JBFA","J410_A","J410_A","J410",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","2102A","SW122","NA",NA,43.2,-90.33,210,NA,"USA","Wisconsin","Iowa","Leaches Crossing",26.09,29477865000,196519100,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW122","Unusual geographic clustering - others are PA, NY, MA, though one OH","F","M"
"J411.A","JBFB","J411_A","J411_A","J411",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","2204A","SW123","NA",NA,42.78,-88.3,240,NA,"USA","Wisconsin","Racine","Waterford",24.77,27989037300,186593582,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW123","Unusual geographic clustering, ""sister"" from NE, most samples are from PA and NY, and includes contaminants; probably not correct","F","M"
"J413.B","JBFC","J413_B","J413_B","J413",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","2401B","SW127","Octoploid",NA,42.9,-88.45,270,NA,"USA","Wisconsin","Waukesha","Hwy 59",29.35,33163613100,221090754,"IIDM",7.37,"J413.B","8X","8X","8X","8X",NA,"8X",1,"8X","?X","?X","8X",2,"SW127","Split ACC; other sample is also 8X West, but not same cluster; closest 10 are 0.0350 to 0.0359","F","M"
"J417.A","JBFD","J417_A","J417_A","J417",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","2806A","SW782","NA",NA,38.48,-78.52,510,NA,"USA","Virginia","Shenandoah","Shenandoah NP",31.09,35130765300,234205102,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW782","Split ACC, other sample in same cluster but closer to samples from other ACCs; NY and PA accessions cluster within this ACC; I think it might be ok","T","F"
"J417.B","JBFE","J417_B","J417_B","J417",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","2802B","SW782","NA",NA,38.48,-78.52,510,NA,"USA","Virginia","Shenandoah","Shenandoah NP",20.69,23381146200,155874308,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW782","Split ACC, other sample in same cluster but closer to samples from other ACCs; NY and PA accessions cluster within this ACC; unusually close to J412B from WI, I think it might be its relative; I think it might be ok","T","F"
"J423.A","JBFF","J423_A","J423_A","J423",NA,"Y","new_164g","Breeding Selection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","3406A","SW789","NA",NA,NA,NA,NA,"Hybrid","USA","Mississippi",NA,"Multisite synthetic bred in MS; possibly used to generate SW790",31.05,35078657100,233857714,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW789",NA,NA,NA
"J424.B","JBFG","J424_B","J424_B","J424",NA,"Y","new_164g","Breeding Selection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","3503B","SW790","Octoploid",NA,34.13,-89.03,80,NA,"USA","Mississippi","Chickasaw","MS SG Cycle 5",36.74,41516144100,276774294,"IIAJ",14.27,"J424.B","8X","8X","8X","8X",NA,"8X",1,"8X","?X","?X","8X",2,"SW790",NA,NA,NA
"J432.A","JBFH","J432_A","J432_A","J432",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","4504A","SW803","Octoploid",NA,41.04,-71.93,3,NA,"USA","New York","Suffolk","TRC Park PV#7",41.84,47270261400,315135076,"IIAR",10.93,"J432.A","8X","8X","8X","8X",NA,"8X",1,"8X","?X","?X","8X",2,"SW803","Split ACC, other sample is ATLANTIC and clusters with other samples from region; clusters with KY_1625, so maybe contaminant from that; unusually close to J390.B, a weird sample from Indiana; is 58% 8X-West, 42% 8X-East","F","T"
"J435.A","JBFI","J435_A","J435_A","J435",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","4805A","SW808","NA",NA,39.68,-79.81,450,NA,"USA","West Virginia","Monongalia","Morgantown",41.84,47271789300,315145262,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SW808","Weird geographic clustering; Clusters with Cave-in-Rock and looks to be a sibling with a Cave-in-Rock; probably a contaminant","F","M"
"J437.A","JBFJ","J437_A","J437_A","J437",NA,"Y","new_164g","Cultivar","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","5005A","Blackwell","NA","11/30/77",36.823448,-97.179026,315,"GPS estimated using passport data","USA","Oklahoma","Kay","Blackwell",26.88,30370391400,202469276,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"BLACKWELL",NA,NA,NA
"J438.B","JBFK","J438_B","J438_B","J438",NA,"Y","new_164g","Cultivar","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","5101B","Carthage","NA","11/30/77",35.350336,-79.436616,120,"GPS estimated using passport data","USA","North Carolina","Moore","Carthage",21.53,24321111900,162140746,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"CARTHAGE",NA,NA,NA
"J443.B","JBFL","J443_B","J443_B","J443",NA,"Y","new_164g","Cultivar","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","5607B","Pathfinder","NA","1/1/67",41.2,-96.5,370,NA,"USA","Nebraska","Saunders","Pathfinder",35.82,40475509500,269836730,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"PATHFINDER",NA,NA,NA
"J447.B","JBFM","J447_B","J447_B","J447",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","6007B","SWG39","NA",NA,43.44,-92.38,400,NA,"USA","Iowa","Howard","Hayden Prairie",28.06,31707368400,211382456,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"SWG39",NA,NA,NA
"J451.A","JBFN","J451_A","J451_A","J451",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","6407A","ECS-2","NA",NA,41.58,-83.67,200,NA,"USA","Ohio","Lucas","Toledo",32.23,36410295000,242735300,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"ECS_2",NA,NA,NA
"J454.A","JBFP","J454_A","J454_A","J454",NA,"Y","new_164g","Natural Collection","Dug up from established common garden at Cornell in Ithica, NY","Panicum virgatum","6701A","ECS-12","NA",NA,42.72,-73.83,2,NA,"USA","New York","Albany","Albany",36.38,41101515600,274010104,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"ECS_12","clusters with breeding selection from MS and sample from MN; closest 10 from 0.0328 to 0.0345; this is the Albany accession that Casler considers a transplant","F","F"
"J462.B","JBFQ","J462_B","J462_B","J462",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17511","SE2013-015","Octoploid","9/16/13",30.48133,-92.66762,23,NA,"USA","Louisiana","Jefferson Davis","In the vicinity of 3831 US Highway 190, Elton, LA",40.85,46157042700,307713618,"IIDN",7.68,"J462.B","8X","8X","8X","8X",NA,"8X",1,"8X","?X","?X","8X",2,"GRIF_17511",NA,NA,NA
"J462.C","JBFR","J462_C","J462_C","J462",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17511","SE2013-015","Octoploid","9/16/13",30.48133,-92.66762,23,NA,"USA","Louisiana","Jefferson Davis","In the vicinity of 3831 US Highway 190, Elton, LA",22.23,25116927300,167446182,"IIAK",12.51,"J462.C","8X","8X","8X","8X",NA,"8X",1,"8X","?X","?X","8X",2,"GRIF_17511",NA,NA,NA
"J467.A","JBFS","J467_A","J467_A","J467",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17537","SE2013-040","NA","9/26/13",34.74675,-91.75225,68,NA,"USA","Arkansas","Lonoke","Carlisle Prairie east of AR-13",20.62,23295508500,155303390,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17537",NA,NA,NA
"J467.B","JBFT","J467_B","J467_B","J467",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17537","SE2013-040","NA","9/26/13",34.74675,-91.75225,68,NA,"USA","Arkansas","Lonoke","Carlisle Prairie east of AR-13",41.48,46864906500,312432710,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17537",NA,NA,NA
"J467.C","JBFU","J467_C","J467_C","J467",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17537","SE2013-040","NA","9/26/13",34.74675,-91.75225,68,NA,"USA","Arkansas","Lonoke","Carlisle Prairie east of AR-13",22.14,25014963600,166766424,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17537",NA,NA,NA
"J468.A","JBFW","J468_A","J468_A","J468",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17544","SE2013-047","NA","9/28/13",34.27796,-88.74181,93,NA,"USA","Mississippi","Lee","Blackland Prairie Section",31.46,35540907300,236939382,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17544",NA,NA,NA
"J468.B","JBFX","J468_B","J468_B","J468",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17544","SE2013-047","NA","9/28/13",34.27796,-88.74181,93,NA,"USA","Mississippi","Lee","Blackland Prairie Section",51.69,58403553600,389357024,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17544",NA,NA,NA
"J468.C","JBFY","J468_C","J468_C","J468",NA,"Y","new_164g","Natural Collection","Grown from GRIN Seed Packet In Austin","Panicum virgatum","Griff 17544","SE2013-047","NA","9/28/13",34.27796,-88.74181,93,NA,"USA","Mississippi","Lee","Blackland Prairie Section",41.59,46987103700,313247358,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"GRIF_17544",NA,NA,NA
"J475.B","JBFZ","J475_B","J475_B","J475",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","KYP2",NA,"NA","8/20/15",34.62663889,-91.58036111,70,NA,"USA","Arkansas","Prairie","Site Konecny Prairie Natural Area. 8.9 miles north of Stuttgart",12.43,14039652600,93597684,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",2,NA,NA,NA,NA,NA,"KYP",NA,NA,NA
"J476.B","JBGA","J476_B","J476_B","J476",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","RRP2",NA,"NA","8/20/15",34.78175,-91.69780556,72,NA,"USA","Arkansas","Lonoke","Site Railroad Prairie Natural Area. 2.75 miles wet of Carlisle",27.79,31399638600,209330924,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"RRP",NA,NA,NA
"J476.C","JBGB","J476_C","J476_C","J476",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","RRP3",NA,"NA","8/20/15",34.78175,-91.69780556,72,NA,"USA","Arkansas","Lonoke","Site Railroad Prairie Natural Area. 2.75 miles wet of Carlisle",31.64,35750046600,238333644,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"RRP",NA,NA,NA
"J478.A","JBGC","J478_A","J478_A","J478",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","RTH1",NA,"NA","8/20/15",34.45075,-91.57307222,62,NA,"USA","Arkansas","Arkansas","Site Roth Prairie Natural Area. 3.5 miles southwest of Stuttgart",37.99,42921649800,286144332,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"RTH",NA,NA,NA
"J479.B","JBGD","J479_B","J479_B","J479",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","KGP2",NA,"NA","8/21/15",33.86361111,-92.252,50,NA,"USA","Arkansas","Cleveland","Site Kingsland Prairie Natural Area. 1.25 miles southeast of Saline",37.22,42051635700,280344238,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"KGP",NA,NA,NA
"J486.A","JBGE","J486_A","J486_A","J486",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","HEF1",NA,"NA","8/22/15",35.3593,-93.99823889,133,NA,"USA","Arkansas","Franklin","Site H.E. Flanagan Prairie Natural Area. 4.83 miles northeast of Charleston",38.04,42976990200,286513268,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"HEF",NA,NA,NA
"J494.A","JBGF","J494_A","J494_A","J494",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","TLD1",NA,"NA","9/6/15",41.198175,-96.29945833,383,NA,"USA","Nebraska","Douglas","Site T.L Davis Prairie. Omaha( Q St at Elkhorn River)",23.11,26106402000,174042680,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"TLD","Seems native, but is likely siblings with other 2 samples from ACC","T","F"
"J494.B","JBGG","J494_B","J494_B","J494",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","TLD2",NA,"NA","9/6/15",41.198175,-96.29945833,383,NA,"USA","Nebraska","Douglas","Site T.L Davis Prairie. Omaha( Q St at Elkhorn River)",28.7,32421324300,216142162,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"TLD","Seems native, but is likely siblings with other 2 samples from ACC","T","F"
"J494.C","JBGH","J494_C","J494_C","J494",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","TLD3",NA,"NA","9/6/15",41.198175,-96.29945833,383,NA,"USA","Nebraska","Douglas","Site T.L Davis Prairie. Omaha( Q St at Elkhorn River)",21.37,24150370500,161002470,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"TLD","Seems native, but is likely siblings with other 2 samples from ACC","T","F"
"J495.A","JBGI","J495_A","J495_A","J495",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","EP1",NA,"NA","9/23/15",30.4994167,-92.4063611,19,NA,"USA","Louisiana","St. Landry Parish","Site Eunice Prairie",27.6,31188715200,207924768,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"EP",NA,NA,NA
"J495.B","JBGJ","J495_B","J495_B","J495",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","EP2",NA,"NA","9/23/15",30.4994167,-92.4063611,19,NA,"USA","Louisiana","St. Landry Parish","Site Eunice Prairie",33.39,37728418500,251522790,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"EP",NA,NA,NA
"J495.C","JBGK","J495_C","J495_C","J495",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","EP3",NA,"NA","9/23/15",30.4994167,-92.4063611,19,NA,"USA","Louisiana","St. Landry Parish","Site Eunice Prairie",27.16,30684320100,204562134,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"EP",NA,NA,NA
"J505.A","JBGL","J505_A","J505_A","J505",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","LBSP1",NA,"NA","9/28/15",32.3254444,-90.1455556,84,NA,"USA","Mississippi","Hinds","Site LeFleurs Bluff State Park",35.05,39604153500,264027690,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"LBSP",NA,NA,NA
"J505.B","JBGM","J505_B","J505_B","J505",NA,"Y","new_164g","Natural Collection","Rhizome Plug Dug from Single Individual in a Natural Population","Panicum virgatum","LBSP2",NA,"NA","9/28/15",32.3254444,-90.1455556,84,NA,"USA","Mississippi","Hinds","Site LeFleurs Bluff State Park",27.21,30742522800,204950152,NA,NA,NA,"8X",NA,"8X","8X",NA,"8X",1,NA,NA,NA,NA,NA,"LBSP",NA,NA,NA
